chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.d14_WT1	c2.d14_WT2	c3.d14_WT3	c4.d14_WT4	t1.d14_HOM1	t2.d14_HOM2	t3.d14_HOM3	t4.d14_HOM4	logFC	logCPM	PValue	FDR
12	-	chr12:87425839-87444016	ENSMUSG00000079036	Alkbh1	protein_coding	[87426169]	1	149	13.9	19.7	23.1	24.1	24.8	16.7	17.5	18.2	-0.130187949570293	4.46166680948202	0.75293531707576	1
6	+	chr6:91878052-91899842	ENSMUSG00000034083	Ccdc174	protein_coding	[91885377, 91899839]	2	232	31.3	26.5	36.4	26.4	31.7	34.5	28.4	33.3	0.0902897227268138	5.05255418811878	0.753161904772832	1
8	+	chr8:125669817-125673358	ENSMUSG00000050930	Map10	protein_coding	[125673357]	1	146	19.2	21.2	22.2	11.5	22	23	18.6	17.2	0.0833902989624313	4.43366661098035	0.753211824399408	1
10	-	chr10:94790865-94944577	ENSMUSG00000074785	Plxnc1	protein_coding	[94792222, 94790871]	2	798	92.3	106.8	119	96.6	111.6	121.3	99.4	98.9	0.0367972211826042	6.75888823880636	0.75323418623159	1
5	+	chr5:21424957-21482123	ENSMUSG00000047221	Fam185a	protein_coding	[21482046]	1	344	45.3	43.9	46.2	46	63.4	36.6	49.1	42.4	0.0575184381343281	5.59614517307188	0.753396713981498	1
8	-	chr8:84249905-84257325	ENSMUSG00000004996	Mri1	protein_coding	[84251487]	1	65	7	9.1	7.1	9.2	9.6	16.7	7.6	3	0.167494039007251	3.43712314222272	0.753571806454582	1
1	-	chr1:183276351-183297268	ENSMUSG00000046836	Brox	protein_coding	[183276347]	1	121	12.2	18.2	14.2	16.1	17.9	8.4	25.1	16.1	0.107763941093423	4.19313979211464	0.753651510816591	1
11	+	chr11:115603924-115608035	ENSMUSG00000046756	Mrps7	protein_coding	[115607313]	1	136	19.2	25.7	15.1	13.8	17.9	18.8	19.7	13.1	-0.124586902065505	4.33880921531248	0.75380917501238	1
4	+	chr4:56802344-56809600	ENSMUSG00000038827	Fam206a	protein_coding	[56809596]	1	138	15.7	16.7	21.3	21.8	11	25.1	16.4	17.2	-0.0977232392403177	4.36044402184165	0.753957971010923	1
8	+	chr8:60632826-60676728	ENSMUSG00000031647	Mfap3l	protein_coding	[60676726]	1	226	36.6	25	32	25.3	20.7	46	28.4	29.3	0.114884052911561	5.01872869709711	0.753988969069085	1
18	+	chr18:62977835-62999449	ENSMUSG00000024581	Napg	protein_coding	[62991821, 62999446]	2	1217	221.2	137.8	172.3	150.6	176.4	166.2	157.3	153.4	-0.0422045101363855	7.38880641768446	0.754057200219742	1
6	-	chr6:113493638-113501930	ENSMUSG00000045009	Prrt3	protein_coding	[113493925]	1	46	12.2	5.3	5.3	5.7	2.8	15.7	2.2	2	-0.221015423044217	3.05477813933448	0.754212074354889	1
11	-	chr11:77529161-77607814	ENSMUSG00000017291	Taok1	protein_coding	[77536551, 77537604, 77530070, 77529167]	4	1192	144.5	160.5	168.7	165.5	128.1	166.2	152.9	172.6	-0.0449527604683254	7.32404331698669	0.754257468713117	1
15	-	chr15:3317759-3583491	ENSMUSG00000055737	Ghr	protein_coding	[3317760]	1	193	22.6	33.3	21.3	20.7	31.7	18.8	29.5	26.2	0.062759009104544	4.7992999301953	0.754275179670233	1
2	+	chr2:29935425-29960370	ENSMUSG00000019715	Gle1	protein_coding	[29959413]	1	338	52.2	43.2	42.6	40.2	41.3	33.5	69.9	42.4	0.0879671822151226	5.5701296402474	0.754284356522936	1
4	+	chr4:49632005-49656886	ENSMUSG00000028309	Rnf20	protein_coding	[49656884]	1	1034	125.4	120.4	156.3	157.5	113	138	139.8	149.4	-0.0467912220344791	7.12946205983967	0.754326472486923	1
14	+	chr14:99099432-99254492	ENSMUSG00000022064	Pibf1	protein_coding	[99254897, 99254491]	2	130	8.7	22.7	20.4	16.1	13.8	22	15.3	13.1	-0.168337819807424	4.27374006579628	0.754388052612631	1
3	-	chr3:115938972-116007405	ENSMUSG00000054414	Slc30a7	protein_coding	[115941362, 115938972]	2	138	24.4	12.9	20.4	16.1	20.7	23	14.2	20.2	0.146358778617343	4.37199204698865	0.754397908943739	1
9	+	chr9:75625731-75637772	ENSMUSG00000032184	Lysmd2	protein_coding	[75637766]	1	407	55.7	45.4	68.4	52.9	40	74.2	43.7	52.5	-0.0646643146531079	5.81896651279944	0.754663510673592	1
5	-	chr5:147561603-147726010	ENSMUSG00000029648	Flt1	protein_coding	[147638081, 147635163, 147561605]	3	318	48.8	50	25.8	42.5	46.8	37.6	32.8	58.5	0.0891902228575696	5.48332057492958	0.754745528355528	1
5	+	chr5:105699968-105832435	ENSMUSG00000046079	Lrrc8d	protein_coding	[105814728, 105815080, 105815206]	3	944	132.4	128.7	114.6	124.2	140.5	105.6	134.3	136.3	0.0495354654196479	7.00964061279088	0.754818567951117	1
X	+	chrX:155262442-155297653	ENSMUSG00000025287	Acot9	protein_coding	[155297506, 155297646]	2	238	40.1	30.3	24.9	31	22	34.5	45.9	29.3	0.115963059585956	5.09130443598065	0.754824776740616	1
17	-	chr17:27189600-27204437	ENSMUSG00000044857	Lemd2	protein_coding	[27189757, 27189605]	2	606	94	96.9	82.6	57.5	102	65.9	67.7	82.8	-0.0682631250622282	6.37609604585224	0.754880872476614	1
18	-	chr18:84667469-84685632	ENSMUSG00000024644	Cndp2	protein_coding	[84667469]	1	134	22.6	20.4	11.5	16.1	16.5	25.1	17.5	15.1	0.11043707984898	4.3279519292031	0.755237834636793	1
16	-	chr16:66655420-67620907	ENSMUSG00000064115	Cadm2	protein_coding	[67212577, 67575106, 66659299, 66659781, 67260710, 66661448, 67534604, 67307274, 67282444, 66662350, 67468848, 66656178, 66661078, 67571354, 66655422]	15	2252	287.3	302.9	300.2	289.7	293.5	365.9	241.4	315.9	0.0434934988659921	8.23873678188025	0.755364274032588	1
12	+	chr12:101913239-101915334	ENSMUSG00000093579	Gm20036	processed_transcript	[101915652]	1	42	5.2	4.5	5.3	5.7	5.5	5.2	8.7	5	0.24813685147358	2.95665587274776	0.755376357895928	1
9	+	chr9:65587159-65595966	ENSMUSG00000041064	Pif1	protein_coding	[65595964]	1	40	5.2	4.5	4.4	9.2	2.8	5.2	7.6	4	-0.17321073208115	2.905777069207	0.755416420484053	1
17	+	chr17:84956740-85023990	ENSMUSG00000061130	Ppm1b	protein_coding	[85017119]	1	807	87.1	109.8	119	119.6	130.9	93	100.5	98.9	-0.0689786292736195	6.77815118292208	0.755683330714119	1
8	-	chr8:117791644-117801928	ENSMUSG00000031843	Mphosph6	protein_coding	[117791644]	1	1512	188.1	245.4	159.9	239.1	267.3	89.9	230.5	202.9	-0.0802061443626744	7.67742967054065	0.755782970452084	1
13	-	chr13:54736670-54749873	ENSMUSG00000069227	Gprin1	protein_coding	[54736672]	1	1931	283.9	246.9	239.8	252.9	217.7	306.3	266.5	259.4	0.0485527089870519	8.02838162759435	0.755919574518711	1
9	+	chr9:70542919-70592236	ENSMUSG00000032212	Sltm	protein_coding	[70592230]	1	801	118.4	103.7	113.7	85.1	95.1	124.4	93.9	121.1	0.0590606233805384	6.76943482834164	0.755939481176249	1
2	-	chr2:114516415-114654963	ENSMUSG00000057147	Dph6	protein_coding	[114516419]	1	310	40.1	43.2	48.8	34.5	34.4	46	42.6	37.3	-0.0661401638530757	5.43843839379201	0.755996207866985	1
10	-	chr10:40249202-40257664	ENSMUSG00000019837	Gtf3c6	protein_coding	[40257239]	1	36	1.7	4.5	5.3	5.7	11	4.2	3.3	3	0.136262859764935	2.79879607818713	0.75600727445196	1
10	-	chr10:8722218-8886069	ENSMUSG00000015305	Sash1	protein_coding	[8722218]	1	395	45.3	65.1	56.8	43.7	59.2	53.3	55.7	36.3	-0.0903878363351994	5.76914675429286	0.756022762191758	1
7	+	chr7:55841744-55930699	ENSMUSG00000030447	Cyfip1	protein_coding	[55930697]	1	159	19.2	22.7	24	14.9	20.7	22	18.6	25.2	0.064484834661047	4.5427965970849	0.756063300621906	1
10	+	chr10:80329952-80336440	ENSMUSG00000035504	Reep6	protein_coding	[80336439]	1	29	0	1.5	6.2	5.7	2.8	7.3	0	6.1	0.203748683353018	2.58761011492031	0.756097244657347	1
8	-	chr8:116981809-116993536	ENSMUSG00000034424	Gcsh	protein_coding	[116981972]	1	967	113.2	133.3	132.3	141.4	122.6	118.1	146.4	119.1	-0.0504271877944972	7.03186257110333	0.756155447880745	1
11	-	chr11:69916713-69921957	ENSMUSG00000078812	Eif5a	protein_coding	[69916713]	1	497	66.2	62.9	71	60.9	67.5	78.4	64.4	60.6	0.0529234428227234	6.10058560915081	0.756350878029467	1
13	-	chr13:48535522-48537821	ENSMUSG00000097375	6720427I07Rik	lincRNA	[48535525]	1	291	27.9	37.9	46.2	35.6	33.1	36.6	47	40.4	0.0552967445151233	5.35027407999582	0.756364503121306	1
5	-	chr5:90214723-90224000	ENSMUSG00000035505	Cox18	protein_coding	[90214726]	1	364	45.3	62.9	35.5	52.9	41.3	59.6	48.1	38.4	-0.0782450414953401	5.65815831615759	0.756410241303381	1
5	-	chr5:38526812-38563220	ENSMUSG00000005103	Wdr1	protein_coding	[38526952, 38527579]	2	315	45.3	46.2	40	33.3	60.6	33.5	36	45.4	0.0691127691303453	5.47122772532276	0.756443961331196	1
7	+	chr7:122133040-122149043	ENSMUSG00000030868	Dctn5	protein_coding	[122149043]	1	437	38.3	65.9	69.3	56.3	55.1	55.4	57.9	55.5	-0.0890879396473711	5.90295627736648	0.756720735081273	1
1	-	chr1:161982452-162478033	ENSMUSG00000040265	Dnm3	protein_coding	[161987303, 161990231]	2	1992	236.8	249.1	295.7	261	261.8	284.4	239.2	288.7	0.0383476625876908	8.06193615755506	0.756780603610431	1
11	+	chr11:4186788-4215504	ENSMUSG00000034412	Tbc1d10a	protein_coding	[4215503]	1	290	36.6	45.4	30.2	37.9	44.1	45	31.7	38.4	0.0640149835383867	5.35228526186786	0.756809382132928	1
7	+	chr7:123377981-123430357	ENSMUSG00000030763	Lcmt1	protein_coding	[123430347]	1	703	99.3	84.8	103	100	111.6	80.5	95	86.8	-0.0524591060002704	6.59648340379645	0.75690675512697	1
17	+	chr17:25727750-25731455	ENSMUSG00000041199	Rpusd1	protein_coding	[25731455]	1	78	7	15.9	9.8	4.6	12.4	9.4	8.7	12.1	0.0744299231502845	3.64313382427592	0.757111708135183	1
1	-	chr1:75171716-75180391	ENSMUSG00000026198	Abcb6	protein_coding	[75171716]	1	351	52.2	43.2	44.4	55.2	45.5	33.5	51.3	54.5	-0.0524059692239189	5.6231493821881	0.757418367682785	1
7	-	chr7:13032005-13034776	ENSMUSG00000033916	Chmp2a	protein_coding	[13032015]	1	682	88.8	96.9	87.9	96.6	90.9	69	109.2	88.8	-0.0554638139020596	6.54264397126052	0.757459757094305	1
13	-	chr13:63508327-63573597	ENSMUSG00000021466	Ptch1	protein_coding	[63508328]	1	728	74.9	99.2	119.9	92	81.3	99.3	87.4	106	-0.0648179312425636	6.61774823249858	0.757588115435056	1
15	+	chr15:6299787-6440711	ENSMUSG00000022150	Dab2	protein_coding	[6439629]	1	82	13.9	14.4	8.9	9.2	12.4	5.2	14.2	10.1	-0.15844595957038	3.71130167493391	0.757601968305388	1
11	+	chr11:119393099-119487417	ENSMUSG00000070327	Rnf213	protein_coding	[119487416]	1	35	10.4	3.8	5.3	2.3	5.5	5.2	1.1	6.1	-0.148748078718667	2.77329161612729	0.757719808271508	1
18	+	chr18:31789158-31796641	ENSMUSG00000024258	Polr2d	protein_coding	[31799528, 31796701]	2	646	97.5	80.3	80.8	98.9	93.7	78.4	78.6	92.9	-0.0387070535649045	6.47868581362919	0.757796720171429	1
11	-	chr11:3415981-3452362	ENSMUSG00000020448	Rnf185	protein_coding	[3415982]	1	284	41.8	40.1	34.6	33.3	51	39.7	38.2	29.3	0.0626534688255858	5.33156628493956	0.757974014691145	1
6	-	chr6:95473008-95718799	ENSMUSG00000061838	Suclg2	protein_coding	[95474146]	1	191	27.9	22.7	29.3	20.7	35.8	17.8	30.6	23.2	0.0777664255967465	4.79666671840352	0.758146930459673	1
12	-	chr12:98786603-98901483	ENSMUSG00000051166	Eml5	protein_coding	[98789150, 98787215]	2	225	27.9	27.3	30.2	39.1	34.4	28.2	24	31.3	-0.0779165818426632	5.01373510329635	0.758172923056653	1
7	-	chr7:105558482-105581652	ENSMUSG00000037032	Apbb1	protein_coding	[105558483]	1	1668	242.1	218.1	215.8	210.4	223.2	242.5	232.6	209.9	0.0422963709865243	7.82084846691831	0.758265332950128	1
7	-	chr7:63098691-63212525	ENSMUSG00000030525	Chrna7	protein_coding	[63095561]	1	157	31.3	12.9	31.1	16.1	23.4	14.6	32.8	12.1	-0.115427692830206	4.5430053112156	0.758335879569102	1
2	-	chr2:70964560-71055582	ENSMUSG00000041975	Mettl8	protein_coding	[70964564]	1	128	24.4	18.9	14.2	14.9	11	11.5	22.9	20.2	-0.0787180685550428	4.26783542259727	0.759107931315532	1
3	-	chr3:138089853-138144967	ENSMUSG00000028158	Mttp	protein_coding	[138089855]	1	36	7	3.8	4.4	3.4	2.8	10.5	2.2	5	0.249378814946451	2.79882062121265	0.759108185205118	1
11	+	chr11:103028189-103068911	ENSMUSG00000020936	Nmt1	protein_coding	[103066103, 103068911]	2	924	104.5	123.4	135.9	118.4	152.9	107.7	116.9	125.2	0.0357125163705305	6.97089985236398	0.759197090208905	1
10	-	chr10:33994988-33995053	ENSMUSG00000090666	Gm17567	protein_coding	[33992987, 33990278]	2	87	17.4	8.3	9.8	11.5	9.6	16.7	12	11.1	0.201729998825135	3.79074933657115	0.759230462094657	1
1	+	chr1:180641149-180690693	ENSMUSG00000058729	Lin9	protein_coding	[180690684]	1	191	24.4	24.2	20.4	29.9	16.5	22	33.9	32.3	0.116295962625851	4.7906012359511	0.759280041908386	1
11	+	chr11:32455369-32516686	ENSMUSG00000044949	Ubtd2	protein_coding	[32518707]	1	2204	249	324.9	267.3	310.4	332.1	258.2	282.9	316.9	0.0376328848243445	8.20603370629498	0.759341091637777	1
3	-	chr3:65379654-65392622	ENSMUSG00000027828	Ssr3	protein_coding	[65379663]	1	2659	348.3	366.5	393.4	321.9	354.1	327.2	352.8	362.3	-0.038661659943177	8.47487296736229	0.759412551707635	1
16	+	chr16:96467605-96525792	ENSMUSG00000090223	Pcp4	protein_coding	[96525789]	1	1999	269.9	251.4	269.1	257.5	232.9	397.3	220.6	236.2	0.056239666628201	8.07228115313568	0.759841299479805	1
12	+	chr12:116047723-116063359	ENSMUSG00000042063	Zfp386	protein_coding	[116065880, 116063360, 116063545]	3	164	20.9	25.7	23.1	18.4	16.5	19.9	20.8	26.2	-0.0924716822196739	4.58109224019318	0.759984867008403	1
10	+	chr10:75316942-75334787	ENSMUSG00000020178	Adora2a	protein_coding	[75334780]	1	100	10.4	15.9	15.1	12.6	13.8	9.4	13.1	14.1	-0.171018482619725	3.9498017658125	0.759987357212268	1
2	-	chr2:84432854-84476774	ENSMUSG00000027082	Tfpi	protein_coding	[84432856, 84440721]	2	211	27.9	28	33.7	25.3	22	20.9	37.1	28.3	-0.0872547559202384	4.91948776253412	0.7600197398004	1
4	-	chr4:137387265-137388381	ENSMUSG00000101493	2810405F17Rik	lincRNA	[137387266]	1	39	1.7	3.8	6.2	6.9	2.8	3.1	6.6	9.1	0.182900384982499	2.87658429397842	0.760056441257861	1
9	+	chr9:15505486-15545259	ENSMUSG00000058173	Smco4	protein_coding	[15545256]	1	338	43.5	39.4	50.6	42.5	52.4	19.9	56.8	58.5	0.0863023280609172	5.56846085787395	0.760102931861246	1
2	+	chr2:84826996-84830212	ENSMUSG00000027076	Timm10	protein_coding	[84830210]	1	932	104.5	137.8	126.1	129.9	125.4	132.8	113.6	114.1	-0.057777769006327	6.97462939290064	0.760107981902885	1
9	+	chr9:75037613-75060312	ENSMUSG00000007656	Arpp19	protein_coding	[75058074, 75060310, 75056821, 75057550]	4	1696	236.8	226.4	230	229.9	234.2	265.5	199.9	196.8	-0.0415866564714975	7.84160927929822	0.760113619281773	1
15	-	chr15:51962604-51991759	ENSMUSG00000022314	Rad21	protein_coding	[51962604]	1	6196	773.2	824.7	823.3	854.1	899.7	751.7	885.8	817.5	0.0321414212856649	9.69860631494449	0.760405897420216	1
9	-	chr9:21242911-21248442	ENSMUSG00000045087	S1pr5	protein_coding	[21242916]	1	38	7	3	5.3	4.6	9.6	2.1	5.5	6.1	0.258671567220735	2.85756102397221	0.760655099387692	1
7	+	chr7:81859000-81884433	ENSMUSG00000038623	Tm6sf1	protein_coding	[81884065]	1	153	22.6	25	13.3	17.2	13.8	20.9	35	15.1	0.132489862266252	4.49603634067546	0.760718574016184	1
3	+	chr3:105704598-105720841	ENSMUSG00000048458	Fam212b	protein_coding	[105720839]	1	66	0	7.6	14.2	9.2	11	6.3	9.8	9.1	0.0817925180046387	3.44939118110709	0.760777810230168	1
3	-	chr3:54728677-54735392	ENSMUSG00000027752	Exosc8	protein_coding	[54728685]	1	239	31.3	25.7	34.6	34.5	34.4	35.5	36	26.2	0.0775614255447334	5.09743698491524	0.76081671871016	1
3	-	chr3:69035287-69044754	ENSMUSG00000034317	Trim59	protein_coding	[69035292]	1	495	67.9	68.2	63.1	70.1	55.1	78.4	61.2	63.6	-0.046028308880235	6.091783843868	0.760942033753725	1
9	-	chr9:22331213-22389205	ENSMUSG00000036777	Anln	protein_coding	[22332015]	1	45	5.2	9.1	6.2	3.4	5.5	6.3	4.4	6.1	-0.200712906702821	3.02254867669521	0.760943196446373	1
1	+	chr1:5588465-5606130	ENSMUSG00000025905	Oprk1	protein_coding	[5606134]	1	44	5.2	6.1	4.4	9.2	4.1	7.3	4.4	6.1	-0.143256986177546	3.0037897460983	0.760943196446373	1
19	-	chr19:6062820-6068372	ENSMUSG00000024799	Tm7sf2	protein_coding	[6062821]	1	175	17.4	27.3	23.1	27.6	37.2	18.8	15.3	20.2	-0.130159898810145	4.67343385398585	0.761042240592329	1
13	-	chr13:30540307-30545361	ENSMUSG00000038462	Uqcrfs1	protein_coding	[30540313, 30540452]	2	3364	480.6	443.8	500	397.8	450.6	462.1	428.1	436	-0.0357206535304538	8.81981489132935	0.76119058318462	1
9	+	chr9:80066902-80144952	ENSMUSG00000034252	Senp6	protein_coding	[80144167]	1	595	80.1	73.5	82.6	78.2	95.1	68	66.6	96.9	0.0532394871434585	6.35734604796502	0.761207838408227	1
X	+	chrX:72918556-72958513	ENSMUSG00000031349	Nsdhl	protein_coding	[72958130]	1	655	92.3	75.7	83.5	97.7	95.1	111.9	79.7	74.7	0.0623983226268347	6.49894967324941	0.76138553990818	1
2	-	chr2:25199711-25211488	ENSMUSG00000013465	Nelfb	protein_coding	[25199718]	1	1010	134.1	152.2	120.8	141.4	141.9	158.9	128.9	100.9	-0.0540463368163364	7.09828625384913	0.761408217781325	1
18	+	chr18:76241579-76305730	ENSMUSG00000024563	Smad2	protein_coding	[76305148, 76305725]	2	148	19.2	20.4	17.8	24.1	13.8	26.1	14.2	21.2	-0.0843939295650923	4.45223750522084	0.761465126063673	1
10	+	chr10:39368854-39565380	ENSMUSG00000019843	Fyn	protein_coding	[39404584, 39565364, 39564334]	3	981	149.8	131.8	124.3	134.5	152.9	122.3	119.1	128.2	-0.0436045216125623	7.06928102421675	0.76151532223422	1
3	-	chr3:62468012-62507003	ENSMUSG00000027770	Dhx36	protein_coding	[62470082, 62468015]	2	1326	207.2	165.8	180.3	174.7	172.2	162	171.5	197.8	-0.0348709324752767	7.49612751977205	0.761516896330766	1
13	+	chr13:92425895-92441657	ENSMUSG00000045034	Ankrd34b	protein_coding	[92441656]	1	181	20.9	25.7	24	28.7	30.3	23	10.9	29.3	-0.113397157251159	4.71769520318795	0.761626676878862	1
9	+	chr9:108338902-108340342	ENSMUSG00000063856	Gpx1	protein_coding	[108340337]	1	2105	263	276.4	304.6	258.7	259	299	305.8	269.5	0.0366797606559732	8.14011676311254	0.761909396050097	1
16	+	chr16:5233620-5244911	ENSMUSG00000039427	Alg1	protein_coding	[5244902]	1	487	71.4	70.4	63.9	59.8	53.7	49.1	85.2	65.6	-0.0576943306271198	6.06843298760922	0.761989472155432	1
11	-	chr11:78541816-78550776	ENSMUSG00000037278	Tmem97	protein_coding	[78541817]	1	610	71.4	87.8	79	79.3	96.4	62.7	79.7	92.9	0.0392036378516877	6.38355516288367	0.762206236508018	1
17	-	chr17:46172003-46202624	ENSMUSG00000023953	Polh	protein_coding	[46171355]	1	131	13.9	15.9	16	26.4	13.8	22	10.9	20.2	-0.0933233653393514	4.29633913503463	0.762354157072857	1
9	+	chr9:121719168-121756842	ENSMUSG00000032525	Nktr	protein_coding	[121756635, 121734774]	2	266	36.6	40.1	36.4	32.2	40	25.1	47	27.3	-0.086213219232997	5.23554332045224	0.762477649226389	1
5	-	chr5:136248134-136567489	ENSMUSG00000029705	Cux1	protein_coding	[136248135]	1	387	47	56	60.4	43.7	44.1	47	61.2	47.4	-0.0746866000503843	5.7415436037488	0.762518996506909	1
6	+	chr6:48626763-48633688	ENSMUSG00000053297	AI854703	lincRNA	[48633687]	1	277	38.3	36.3	37.3	33.3	38.6	36.6	51.3	26.2	0.0677037320133151	5.29464268654182	0.762523465024688	1
18	+	chr18:84851337-84880400	ENSMUSG00000024646	Cyb5a	protein_coding	[84879862]	1	1764	229.9	226.4	254.9	246	257.7	240.5	225	210.9	-0.040454743238382	7.89745106993056	0.762777222546531	1
13	+	chr13:92844786-92858229	ENSMUSG00000021704	Mtx3	protein_coding	[92858215]	1	171	22.6	17.4	24.9	25.3	22	26.1	25.1	21.2	0.0972135642450666	4.64866271429603	0.762840627908692	1
17	-	chr17:56713931-56717698	ENSMUSG00000054723	Vmac	protein_coding	[56713937]	1	159	29.6	18.9	16.9	20.7	23.4	19.9	20.8	25.2	0.12697288711711	4.55733401776969	0.762947028256125	1
14	+	chr14:67715936-67742309	ENSMUSG00000034327	Kctd9	protein_coding	[67742157]	1	120	10.4	22.7	14.2	10.3	13.8	25.1	13.1	13.1	0.104723942107332	4.17320123983265	0.762976754254575	1
7	+	chr7:24587542-24608924	ENSMUSG00000064254	Ethe1	protein_coding	[24608922]	1	480	50.5	65.9	58.6	72.4	52.4	71.1	67.7	67.6	0.0573401342433994	6.04370070344483	0.763026504503444	1
9	+	chr9:65460936-65488469	ENSMUSG00000032388	Spg21	protein_coding	[65487454]	1	900	132.4	115.1	111	120.7	113	125.5	125.6	126.2	0.0524123437819102	6.94238272980086	0.763197963103682	1
3	-	chr3:84442197-84480428	ENSMUSG00000041842	Fhdc1	protein_coding	[84444034, 84442196]	2	149	22.6	15.9	23.1	23	24.8	23	16.4	14.1	-0.100183671190195	4.47023183469672	0.763198231721761	1
13	-	chr13:43195518-43304171	ENSMUSG00000051335	Gfod1	protein_coding	[43195245]	1	216	31.3	31.8	25.8	29.9	27.6	17.8	32.8	34.3	-0.0714379541743168	4.95452506183557	0.763291182221984	1
18	+	chr18:49979426-50107172	ENSMUSG00000062210	Tnfaip8	protein_coding	[50091776]	1	162	13.9	22.7	26.6	17.2	23.4	19.9	21.8	23.2	0.0540165505649553	4.56544708788607	0.763428724613367	1
16	-	chr16:22244548-22266004	ENSMUSG00000022858	Tra2b	protein_coding	[22259176, 22245878, 22245751]	3	964	95.8	141.6	135	121.9	121.3	125.5	130	138.3	0.0350303861560099	7.01532200568043	0.763453994863704	1
1	+	chr1:58392897-58407352	ENSMUSG00000051223	Bzw1	protein_coding	[58407352, 58406547]	2	2301	341.3	315.8	300.2	290.8	261.8	353.4	264.3	330	-0.0380376388545755	8.27296751713417	0.763932290840616	1
2	-	chr2:51130437-51149110	ENSMUSG00000017144	Rnd3	protein_coding	[51131414, 51130438]	2	863	118.4	93.9	119	129.9	128.1	100.4	126.7	120.1	0.0523281853424775	6.89044092540015	0.764002853559676	1
15	+	chr15:102406142-102436403	ENSMUSG00000001280	Sp1	protein_coding	[102436384]	1	945	116.7	115.9	143	120.7	158.5	74.2	158.4	129.2	0.0586978406037947	7.0110104074961	0.764054591836874	1
15	+	chr15:76248190-76248257	ENSMUSG00000098625	Mir6953	miRNA	[76249904]	1	2002	271.7	303.7	243.3	264.4	283.8	290.6	250.1	230.1	-0.0423554656853432	8.07327781839987	0.764172012506701	1
9	-	chr9:44348105-44361669	ENSMUSG00000032127	Vps11	protein_coding	[44348099]	1	94	12.2	18.2	10.7	9.2	9.6	13.6	10.9	13.1	-0.122117822140368	3.87082079053427	0.764343067377946	1
14	+	chr14:79481193-79582475	ENSMUSG00000036461	Elf1	protein_coding	[79582474, 79569275]	2	93	15.7	13.6	8.9	14.9	13.8	15.7	9.8	9.1	-0.102105737024211	3.86854640914552	0.764435517865222	1
4	+	chr4:129513580-129515984	ENSMUSG00000047945	Marcksl1	protein_coding	[129515973]	1	8510	1189.4	1023.1	1053.3	1280.6	1183.6	1254.6	1057.3	1159.7	0.0361565274197479	10.1695035426558	0.764499701710723	1
10	-	chr10:127190377-127195727	ENSMUSG00000040415	Dtx3	protein_coding	[127190378]	1	470	61	56	72.8	65.5	45.5	62.7	66.6	68.6	-0.0530914273097853	6.01787091705977	0.764565569242775	1
3	-	chr3:88905106-88913998	ENSMUSG00000068922	Msto1	protein_coding	[88909643, 88904830]	2	205	20.9	25	35.5	23	34.4	19.9	31.7	27.3	0.0630184153752107	4.88300149898021	0.764579315200108	1
4	-	chr4:33027141-33031322	ENSMUSG00000085037	4933421O10Rik	processed_transcript	[33030917]	1	40	0	6.8	7.1	6.9	2.8	4.2	7.6	4	-0.289429075548782	2.89792692290713	0.764603324681713	1
14	+	chr14:105258572-105309297	ENSMUSG00000053253	Ndfip2	protein_coding	[105308539, 105308868, 105309295]	3	1492	215.9	190.1	206.9	201.2	198.4	223.7	162.7	203.9	-0.0390801907652787	7.65980664292908	0.764696785111295	1
4	-	chr4:153373220-153482810	ENSMUSG00000039546	Ajap1	protein_coding	[153373221]	1	1214	200.3	147.7	145.6	159.8	161.2	160	195.5	153.4	0.0565831591832891	7.37978634779139	0.764750780333084	1
3	-	chr3:19995944-20035314	ENSMUSG00000027615	Hps3	protein_coding	[19996166]	1	37	12.2	3	4.4	4.6	2.8	5.2	3.3	7.1	-0.158219201220409	2.83070870867808	0.764803193251679	1
9	-	chr9:63138169-63148960	ENSMUSG00000022245	Skor1	protein_coding	[63138173]	1	931	121.9	109.8	101.2	160.9	121.3	97.2	135.4	158.5	0.0635707056944261	6.99510856882876	0.764835656666402	1
17	-	chr17:33241518-33255039	ENSMUSG00000094441	Zfp955a	protein_coding	[33239718]	1	536	61	73.5	71.9	81.6	56.5	56.5	66.6	96.9	-0.0591757709439427	6.19578038061134	0.764925424030644	1
8	+	chr8:3587449-3609073	ENSMUSG00000044433	Camsap3	protein_coding	[3609066]	1	176	20.9	25	28.4	20.7	26.2	20.9	24	20.2	-0.110589898967096	4.67817985288397	0.764942353492979	1
10	+	chr10:62947025-62974184	ENSMUSG00000036875	Dna2	protein_coding	[62974180]	1	86	8.7	6.1	12.4	17.2	11	11.5	14.2	12.1	0.169855213201748	3.77466952429643	0.765062698509683	1
17	+	chr17:8525371-8986647	ENSMUSG00000023868	Pde10a	protein_coding	[8982363]	1	35	7	5.3	3.6	5.7	8.3	7.3	1.1	1	-0.288807450250299	2.77258742038947	0.76512188701697	1
X	+	chrX:166238910-166388987	ENSMUSG00000031342	Gpm6b	protein_coding	[166388986]	1	1616	236.8	216.6	206.9	193.1	214.9	294.8	173.7	197.8	0.0512481366646337	7.77286636144245	0.76512412289154	1
10	-	chr10:121587379-121626315	ENSMUSG00000034667	Xpot	protein_coding	[121587384]	1	592	76.6	72.7	79.9	96.6	100.6	78.4	67.7	68.6	-0.0565575718209836	6.35471033238426	0.765259799782174	1
