chr	strand	gene_locus	gene_id	gene_name	gene_biotype	sites_position_cDNA	sites_num	cDNA_sum	c1.KO_WT1	c2.KO_WT2	c3.KO_WT3	c4.KO_WT4	t1.KO_HOM1	t2.KO_HOM2	t3.KO_HOM3	t4.KO_HOM4	logFC	logCPM	PValue	FDR
17	+	chr17:55952622-55957020	ENSMUSG00000003206	Ebi3	protein_coding	[55957020]	1	247	27.7	15.2	20.4	24.1	17.1	23	20.7	21.1	-0.0785627981576163	4.49799554734117	0.756871439709822	0.983952464463558
3	-	chr3:84496092-84582624	ENSMUSG00000074513	Arfip1	protein_coding	[84496094, 84496423]	2	381	33.2	30.4	34.6	35.7	32.7	34.5	27.4	33.7	-0.0560515792454992	5.09356677307055	0.757005925357128	0.983999937140805
18	+	chr18:37496990-37504127	ENSMUSG00000043313	Pcdhb19	protein_coding	[37499828]	1	78	6.9	9	4.9	7.8	9.4	6.3	6	4	-0.175472717767122	3.0168406274083	0.757214489911389	0.984055455703871
4	-	chr4:148960534-149099875	ENSMUSG00000028975	Pex14	protein_coding	[148960536]	1	761	61.6	51.9	68.4	76.1	70.1	67.9	68.3	60.7	0.052976230065403	6.06413792210594	0.757368154934236	0.984055455703871
9	+	chr9:110656502-110711605	ENSMUSG00000019659	Ccdc12	protein_coding	[110711593]	1	34	4.8	2.1	1.4	4.7	4.7	2.9	1.3	2	-0.267153619327595	2.10570983182577	0.757404928468787	0.984055455703871
13	+	chr13:119690461-119708085	ENSMUSG00000093930	Hmgcs1	protein_coding	[119708080]	1	16658	1468.1	1342.4	1396.2	1477.7	1519	1393.6	1568.9	1317.1	0.0284718203245542	10.4884962913546	0.757440534453069	0.984055455703871
10	+	chr10:29211642-29230778	ENSMUSG00000004360	9330159F19Rik	protein_coding	[29228712, 29230777, 29228467, 29230182]	4	349	28.4	29	31	34.9	26.5	25.9	28.1	37	-0.0669168415474782	4.97396107232672	0.757551442882544	0.984072257153683
16	-	chr16:21649044-21694664	ENSMUSG00000043391	2510009E07Rik	protein_coding	[21649048]	1	2343	198.6	206.1	196.7	194.8	210.4	196.1	238.9	171.7	0.0359808579593311	7.66543181448123	0.757810400180864	0.984206479692008
1	-	chr1:180227003-180263437	ENSMUSG00000010609	Psen2	protein_coding	[180227005]	1	107	6.9	4.8	14.1	9.3	10.1	6.3	10.7	11.9	0.141143493021268	3.40499325972173	0.75804798560845	0.984206479692008
15	-	chr15:51786557-51865480	ENSMUSG00000022312	Eif3h	protein_coding	[51786563]	1	5946	525.1	495.9	531.7	511.5	503.5	515.3	510	497.1	-0.0267496894644221	9.00181343794805	0.758213234011739	0.984206479692008
2	-	chr2:37370068-37422902	ENSMUSG00000075376	Rc3h2	protein_coding	[37370072]	1	5116	431.7	472.4	440.7	435.4	468.4	431.9	441.7	403.4	-0.0295752896704268	8.78793320072709	0.758528385494661	0.984206479692008
2	+	chr2:165992635-166073241	ENSMUSG00000027678	Ncoa3	protein_coding	[166073234, 166070935]	2	715	58.1	62.2	72.6	57.4	70.9	72.5	52.9	44.9	-0.0553300007022248	5.97332914595713	0.758564784319739	0.984206479692008
5	-	chr5:99955934-99978937	ENSMUSG00000000568	Hnrnpd	protein_coding	[99956454, 99961006, 99961167, 99960597, 99955935]	5	2534	231.8	216.5	236.9	195.6	218.2	214.5	210.2	218.5	-0.0335544351206333	7.77599964455173	0.758670358745815	0.984206479692008
1	-	chr1:16228673-16520111	ENSMUSG00000025920	Stau2	protein_coding	[16345696, 16441040, 16392618, 16344198, 16449630]	5	731	74	64.3	63.5	54.3	60.8	52.9	74.3	59.4	-0.0563397697029976	6.00675252509896	0.758704701052664	0.984206479692008
17	+	chr17:50509546-50688492	ENSMUSG00000038910	Plcl2	protein_coding	[50688478, 50688078]	2	432	44.3	36.7	34.6	36.5	38.2	33.9	31.5	42.3	-0.0642494268145168	5.2691140034516	0.758758505516279	0.984206479692008
11	+	chr11:49794177-49838612	ENSMUSG00000020363	Gfpt2	protein_coding	[49838611]	1	146	11.1	11.8	13.4	12.4	14.8	13.2	14.1	9.9	0.0906402304313259	3.80070432016669	0.758861212817813	0.984206479692008
5	+	chr5:74093076-74094336	ENSMUSG00000053656	Dancr	lincRNA	[74094335]	1	281	26.3	27	24.7	15.5	26.5	21.9	32.8	18.5	0.0784702436570099	4.67447680294187	0.758871608064764	0.984206479692008
12	-	chr12:100549777-100725027	ENSMUSG00000021180	Rps6ka5	protein_coding	[100548441]	1	325	29.1	33.2	21.9	30.3	25.7	31.6	30.1	21.1	-0.0674445009859082	4.8724716764606	0.75889341273313	0.984206479692008
17	+	chr17:66111545-66120502	ENSMUSG00000024101	Wash1	protein_coding	[66119446]	1	333	23.5	26.3	28.9	32.6	27.3	37.4	25.4	26.4	0.0817794369590915	4.90410287998582	0.759122870585093	0.984206479692008
2	-	chr2:125736985-125782869	ENSMUSG00000035093	Secisbp2l	protein_coding	[125736997]	1	213	18	20.7	21.9	14.7	20.3	16.7	16.7	17.8	-0.0898631135661985	4.30056944947288	0.759222989620458	0.984206479692008
3	-	chr3:129982758-130061552	ENSMUSG00000001052	Sec24b	protein_coding	[130023818, 130030539, 129983183]	3	791	74.7	67.8	57.1	68.3	69.4	58.7	73	76.6	0.046936530012822	6.11899560829378	0.759253382000489	0.984206479692008
13	-	chr13:19357675-19395794	ENSMUSG00000003062	Stard3nl	protein_coding	[19357682]	1	1011	89.9	93.4	74.7	96.2	88.1	75.3	90.4	90.4	-0.044095091677134	6.46865572062156	0.759301423670953	0.984206479692008
11	+	chr11:49203291-49218815	ENSMUSG00000046311	Zfp62	protein_coding	[49218781]	1	211	16.6	11.8	23.3	17.9	14	16.1	12.7	32.3	0.118845438151176	4.28591597008519	0.759342740035831	0.984206479692008
12	-	chr12:85815447-85824549	ENSMUSG00000021252	0610007P14Rik	protein_coding	[85815448]	1	1918	169.5	178.4	164.3	156	178.5	161	154.6	159.1	-0.0360896321327927	7.37943437744775	0.759373123838743	0.984206479692008
17	+	chr17:45563963-45567668	ENSMUSG00000037089	Slc35b2	protein_coding	[45567668]	1	529	38.1	47	41.6	52.8	49.1	42.6	45.5	48.9	0.0515129789761185	5.55340017422636	0.759427290595291	0.984206479692008
14	+	chr14:99099432-99254492	ENSMUSG00000022064	Pibf1	protein_coding	[99254897, 99254491]	2	155	18.7	7.6	14.1	10.9	10.9	12.7	19.4	11.9	0.0975197484553831	3.87698920187413	0.75951656950346	0.984206479692008
6	+	chr6:147091378-147112777	ENSMUSG00000040102	Klhl42	protein_coding	[147112774]	1	135	11.8	13.1	12	11.6	10.1	7.5	12	15.2	-0.124214321655628	3.70064233900686	0.759651253483058	0.984254023475727
1	+	chr1:172555937-172563716	ENSMUSG00000049598	Vsig8	protein_coding	[172563714]	1	56	8.3	3.5	2.1	3.9	4.7	5.8	1.3	8.6	0.196105622652301	2.62889956980183	0.759824377786105	0.984292804943571
10	-	chr10:59987408-60003134	ENSMUSG00000020107	Anapc16	protein_coding	[59987908, 59987420]	2	304	22.8	27	18.3	33.4	22.6	29.9	31.5	23.1	0.0911837394517056	4.78076324102622	0.759877181355281	0.984292804943571
8	-	chr8:109548016-109565600	ENSMUSG00000037993	Dhx38	protein_coding	[109548011]	1	373	28.4	31.1	31.7	34.1	26.5	31.6	36.1	36.3	0.0674005520475105	5.0626789340113	0.760152657611314	0.984373343099991
9	+	chr9:7184565-7207030	ENSMUSG00000032002	Dcun1d5	protein_coding	[7188768, 7207030]	2	616	53.3	65	48.7	48.1	52.2	56.4	48.9	50.2	-0.0511978447231309	5.76222780860415	0.760241893895426	0.984373343099991
7	-	chr7:45303154-45333779	ENSMUSG00000038260	Trpm4	protein_coding	[45303357]	1	76	9	7.6	4.9	3.1	8.6	7.5	6.7	4.6	0.12485075735877	2.98305515447415	0.760386214614608	0.984373343099991
13	+	chr13:80883383-80896034	ENSMUSG00000074794	Arrdc3	protein_coding	[80896039]	1	763	61.6	78.8	48.7	79.9	74	83.4	58.2	40.3	-0.0690466321948351	6.06536581703117	0.760522423384915	0.984373343099991
8	+	chr8:84208921-84209608	ENSMUSG00000097296	Gm26532	lincRNA	[84209607]	1	37	1.4	4.1	3.5	4.7	2.3	1.7	2.7	5.3	-0.180557492632707	2.18942073248798	0.760804642721372	0.984373343099991
11	-	chr11:76778423-76847017	ENSMUSG00000020841	Cpd	protein_coding	[76778428, 76779365]	2	631	54	54.6	50.8	54.3	60.8	49.5	48.2	63.4	0.0479829006828485	5.80052515123577	0.76093745865632	0.984373343099991
15	-	chr15:102234937-102257516	ENSMUSG00000001288	Rarg	protein_coding	[102234939]	1	109	7.6	15.2	5.6	7	7.8	13.2	9.4	7.9	0.121759323505169	3.4223133223477	0.760953108800322	0.984373343099991
1	+	chr1:167349990-167368531	ENSMUSG00000026687	Aldh9a1	protein_coding	[167368282]	1	210	19.4	14.5	21.2	19.4	10.1	15	18.1	26.4	-0.0866897215949745	4.27975624342477	0.761120070194748	0.984373343099991
16	-	chr16:36043843-36071514	ENSMUSG00000003955	Fam162a	protein_coding	[36043851]	1	763	63.6	59.5	56.4	76.8	49.9	60.4	56.9	100.3	0.0665015748077412	6.06442647786008	0.761425596252332	0.984373343099991
1	-	chr1:181087137-181144203	ENSMUSG00000026516	Nvl	protein_coding	[181092800, 181089915, 181087140, 181093422]	4	363	31.8	33.9	31	31	36.6	32.8	23.4	29.7	-0.0656288311341107	5.02763309791265	0.76143638544991	0.984373343099991
2	+	chr2:74691923-74695104	ENSMUSG00000050368	Hoxd10	protein_coding	[74695102]	1	3495	309.3	282.2	294.8	299.6	348.4	333	223.6	314.3	0.0396951738042364	8.23821819683061	0.761497426927323	0.984373343099991
6	-	chr6:83480216-83506968	ENSMUSG00000014554	Dguok	protein_coding	[83480218]	1	1569	123.8	147.3	145.3	131.2	147.3	135.2	138.5	112.9	-0.0390508161224279	7.09265715421814	0.761574874754899	0.984373343099991
2	+	chr2:30301078-30344265	ENSMUSG00000052533	Nup188	protein_coding	[30344259]	1	960	77.5	84.4	84.6	76.8	91.2	104.1	68.3	70.6	0.0497660032674583	6.3867899111783	0.76160876137058	0.984373343099991
5	-	chr5:132015609-132022933	ENSMUSG00000105985	RP23-378O9.1	TEC	[132018466]	1	270	20.8	16.6	21.2	31.8	26.5	31.1	18.1	19.8	0.0922088902505235	4.61960559991696	0.761619772904735	0.984373343099991
2	-	chr2:32972989-32982082	ENSMUSG00000026791	Slc2a8	protein_coding	[32972987]	1	122	9.7	15.9	10.6	7	10.9	12.1	6.7	10.6	-0.105130976961309	3.56733091943119	0.761667414077302	0.984373343099991
16	-	chr16:10502530-10543053	ENSMUSG00000038055	Dexi	protein_coding	[10530208]	1	666	45.7	59.5	61.3	59	60.8	58.1	66.9	47.5	0.0490489802011817	5.87502937432641	0.761748108991573	0.984373343099991
2	+	chr2:101678428-101701668	ENSMUSG00000027164	Traf6	protein_coding	[101701519]	1	41	2.8	5.5	3.5	3.1	1.6	4	3.3	4	-0.175196468545142	2.29206513036205	0.761811451337585	0.984373343099991
3	-	chr3:87858902-87885607	ENSMUSG00000004895	Prcc	protein_coding	[87858914]	1	135	11.8	11.8	9.9	14.7	10.1	15	11.4	7.9	-0.0925393399598464	3.6974822763991	0.761868965605278	0.984373343099991
8	+	chr8:88118768-88135109	ENSMUSG00000036810	Cnep1r1	protein_coding	[88131682, 88135107]	2	349	36.7	31.8	22.6	25.6	28.8	31.1	29.4	33	0.0669698050473559	4.96978073831017	0.761949972253308	0.984373343099991
11	-	chr11:23736846-23770969	ENSMUSG00000020275	Rel	protein_coding	[23736851]	1	41	2.8	3.5	4.2	4.7	2.3	2.3	5.4	3.3	-0.173698003216547	2.29411397278212	0.761961605098168	0.984373343099991
18	+	chr18:37411663-37414513	ENSMUSG00000045657	Pcdhb10	protein_coding	[37414511]	1	37	2.1	0.7	4.2	4.7	3.9	3.5	4.7	2	0.275154259404602	2.18893099950052	0.761997485324814	0.984373343099991
18	-	chr18:24104756-24121952	ENSMUSG00000047989	Ino80c	protein_coding	[24104762]	1	843	59.5	60.9	83.9	81.5	68.6	73	73	79.9	0.0481871075648832	6.20727227489768	0.762411684043852	0.984739257411573
5	-	chr5:106452522-106458165	ENSMUSG00000034384	Barhl2	protein_coding	[106452520]	1	108	13.8	9	7.1	4.7	5.5	13.2	10.7	8.6	0.148379073942404	3.4091477858605	0.762476822470112	0.984739257411573
11	+	chr11:96281904-96285314	ENSMUSG00000056648	Hoxb8	protein_coding	[96285322]	1	4168	348.7	352	385.7	329.1	364	384.8	338	358.5	0.0300580950415726	8.48809099030423	0.762830895527519	0.985069878462124
1	-	chr1:43047199-43098636	ENSMUSG00000070939	Tgfbrap1	protein_coding	[43047268]	1	802	71.3	76.8	57.8	65.2	69.4	65.6	81.7	64	0.047063703621762	6.13635668107932	0.763339320407495	0.985526561198606
11	-	chr11:5528886-5542186	ENSMUSG00000020482	Ccdc117	protein_coding	[5529929, 5528889]	2	432	41.5	39.4	33.8	30.3	34.3	35.7	35.5	45.6	0.0549008360395917	5.26555272741618	0.763407480352148	0.985526561198606
4	-	chr4:70427064-70534994	ENSMUSG00000039270	Megf9	protein_coding	[70427065, 70428852, 70470003, 70431956]	4	660	46.4	67.8	60.6	46.6	45.2	53.5	68.9	62.7	0.0583515795237853	5.85761944104357	0.763478910064352	0.985526561198606
11	-	chr11:95044473-95076800	ENSMUSG00000001507	Itga3	protein_coding	[95044475]	1	344	39.4	25.6	24	31.8	26.5	39.1	26.1	22.4	-0.0702518092330044	4.94805088081047	0.763829249142557	0.985852091800032
6	-	chr6:3372256-3399571	ENSMUSG00000047735	Samd9l	protein_coding	[3372259]	1	39	4.8	0.7	2.8	3.9	2.3	4	3.3	4.6	0.253776026817591	2.24083273765713	0.763993217246529	0.985937026085588
1	-	chr1:178321107-178323072	ENSMUSG00000089788	Gm16586	antisense	[178321112]	1	1157	87.2	96.1	94.5	113.3	81.1	109.3	105.1	106.3	0.0473602375788375	6.65248817029485	0.764156934430362	0.986021614776279
9	+	chr9:98563720-98588381	ENSMUSG00000032458	Copb2	protein_coding	[98588374]	1	1993	167.4	159.8	183.3	167.6	180.8	169.7	169.3	174.3	0.0322327304302909	7.43361247192965	0.764338839942187	0.986129647832926
18	+	chr18:12972251-12992947	ENSMUSG00000024423	Impact	protein_coding	[12992947]	1	852	89.9	60.2	57.8	93.1	70.1	56.4	79.6	83.2	-0.0574472105586031	6.22836999448707	0.764478009259885	0.986174246130067
6	-	chr6:115004380-115037875	ENSMUSG00000030316	Tamm41	protein_coding	[115004387, 115030463, 115029575]	3	874	72.6	76.8	83.2	72.2	70.9	84	57.6	81.9	-0.0465013039330607	6.25485065317196	0.764569778436363	0.986174246130067
14	-	chr14:122816222-122913756	ENSMUSG00000041625	Ggact	protein_coding	[122890870]	1	80	6.9	6.9	4.2	10.9	5.5	5.2	8	7.9	-0.108321367327462	3.04696423384105	0.764823008430106	0.986374203476115
11	+	chr11:22512087-22519233	ENSMUSG00000049904	Tmem17	protein_coding	[22519229]	1	269	20.1	20.7	19	30.3	17.1	18.4	26.1	33.7	0.0897496724160128	4.61639654350565	0.765010227566931	0.986444201249532
8	-	chr8:85408758-85432840	ENSMUSG00000036934	4921524J17Rik	protein_coding	[85408857]	1	80	6.2	5.5	8.5	5.4	3.9	9.8	5.4	9.2	0.169757231929838	3.04174929388556	0.765088251096683	0.986444201249532
4	-	chr4:63367124-63403353	ENSMUSG00000039158	Akna	protein_coding	[63367141]	1	124	10.4	7.6	20.4	6.2	12.5	8.1	6	14.5	-0.134481464717367	3.59118124694774	0.765261851815094	0.986444201249532
7	-	chr7:46990395-47008410	ENSMUSG00000049516	Spty2d1	protein_coding	[46990396]	1	204	20.8	13.8	18.3	19.4	14	14.4	20.7	19.1	-0.0790780525221425	4.24277597274296	0.765270133028311	0.986444201249532
13	-	chr13:92487107-92530867	ENSMUSG00000021706	Zfyve16	protein_coding	[92487741]	1	41	2.1	3.5	4.9	4.7	1.6	2.9	4	4.6	-0.175823152750733	2.29337829870841	0.765397556042724	0.986481849466588
14	+	chr14:54360840-54369672	ENSMUSG00000000959	Oxa1l	protein_coding	[54369450, 54369668]	2	195	20.8	11.8	16.9	20.2	20.3	15	14.1	16.5	-0.0890349208565493	4.1847870112588	0.765772879058423	0.986629571961595
11	+	chr11:108920348-108950782	ENSMUSG00000000142	Axin2	protein_coding	[108950778]	1	239	22.1	19.4	19.7	17.9	14.8	13.2	34.8	22.4	0.105075232900783	4.45532116599491	0.76579307818646	0.986629571961595
8	+	chr8:88521343-88594886	ENSMUSG00000031661	Nkd1	protein_coding	[88594882]	1	168	20.8	11.1	15.5	11.6	7.8	16.7	14.1	16.5	-0.083168140957287	3.97971787480738	0.765926357173488	0.986629571961595
11	-	chr11:85187261-85235129	ENSMUSG00000018481	Appbp2	protein_coding	[85187273, 85188079, 85212345, 85189471]	4	1381	123.8	130.7	119.9	104.8	109.1	135.2	116.5	105	-0.038894823678677	6.90294859454438	0.765960727865197	0.986629571961595
1	-	chr1:175682236-175688352	ENSMUSG00000078185	Chml	protein_coding	[175682240, 175682829]	2	417	33.9	40.1	34.6	30.3	22.6	34.5	39.5	48.9	0.0731641620149941	5.21356546286611	0.766003325583086	0.986629571961595
4	-	chr4:129425764-129440852	ENSMUSG00000048485	Zbtb8b	protein_coding	[129426269]	1	145	12.5	8.3	11.3	16.3	12.5	12.7	14.1	12.5	0.108700478570294	3.79206150235331	0.766122483947303	0.986656523755189
5	-	chr5:110648417-110653416	ENSMUSG00000033294	Noc4l	protein_coding	[110648585]	1	386	27	36.7	37.4	28.7	32.7	33.9	34.8	33.7	0.0575548111909905	5.11003035944627	0.766291716205038	0.986694275124594
4	+	chr4:127169203-127237021	ENSMUSG00000042388	Dlgap3	protein_coding	[127237015]	1	595	55.3	47.7	38.8	59	44.4	56.4	53.5	52.8	0.0540412314578684	5.71287516530404	0.766348271629526	0.986694275124594
7	+	chr7:81859000-81884433	ENSMUSG00000038623	Tm6sf1	protein_coding	[81884065]	1	115	4.8	13.8	13.4	9.3	12.5	8.1	7.4	10.6	-0.122185529207691	3.49607358480976	0.766479623962445	0.986736906316175
X	-	chrX:152336851-152342424	ENSMUSG00000041096	Tspyl2	protein_coding	[152336857]	1	249	20.1	27.7	18.3	16.3	23.4	27	20.7	16.5	0.0886551952700079	4.50679892915246	0.766797625607545	0.986875619646996
17	+	chr17:8340405-8344111	ENSMUSG00000055945	Prr18	protein_coding	[8344111]	1	617	54.7	49.1	46.5	57.4	42.1	44.3	53.5	76.6	0.0627184821872068	5.76635716201234	0.766808697368537	0.986875619646996
7	+	chr7:43579609-43593234	ENSMUSG00000030469	Zfp719	protein_coding	[43592049]	1	89	9.7	5.5	9.9	7	7.8	5.8	7.4	8.6	-0.135570636479276	3.17590055936066	0.766882139719714	0.986875619646996
5	-	chr5:115478009-115484724	ENSMUSG00000029524	Sirt4	protein_coding	[115478013]	1	41	2.8	2.8	2.1	5.4	4.7	2.3	3.3	5.3	0.242012384263497	2.29491607602786	0.767156062330955	0.987101651300552
2	+	chr2:131207077-131213513	ENSMUSG00000068264	Ap5s1	protein_coding	[131215478]	1	74	4.8	7.6	7.1	7.8	3.9	2.9	8	9.2	-0.180359784028258	2.9539211535166	0.767366110609571	0.987115921505033
13	-	chr13:36725624-36734476	ENSMUSG00000039114	Nrn1	protein_coding	[36725628]	1	157	13.1	13.1	7.8	17.9	7.8	12.7	15.4	19.8	0.118320520223128	3.89381260762203	0.767503109603548	0.987115921505033
11	+	chr11:72690005-72772145	ENSMUSG00000020790	Ankfy1	protein_coding	[72771220]	1	1240	78.9	106.5	109.3	125	92	113.9	114.5	111.6	0.0479518564449542	6.75311408773951	0.767613759663971	0.987115921505033
17	+	chr17:83350930-83480360	ENSMUSG00000032624	Eml4	protein_coding	[83479792]	1	82	9	4.1	9.9	7	8.6	6.3	7.4	4.6	-0.172108107180591	3.07662330416534	0.767647637419169	0.987115921505033
9	-	chr9:7818226-7837063	ENSMUSG00000057367	Birc2	protein_coding	[7818235]	1	296	36.7	29.7	19.7	18.6	17.9	20.1	18.1	41.6	-0.101738452851067	4.74367793763199	0.767673076386167	0.987115921505033
2	+	chr2:85037233-85047108	ENSMUSG00000027067	Ssrp1	protein_coding	[85047105]	1	2040	170.2	181.2	176.3	165.3	184.7	184.6	180.7	159.1	0.0323376218274588	7.46494949113828	0.767909812525978	0.987115921505033
7	-	chr7:109449005-109508133	ENSMUSG00000031026	Trim66	protein_coding	[109449002]	1	45	2.8	3.5	4.2	3.9	3.9	4.6	2.7	5.3	0.209558000823109	2.39051580080059	0.767915215508903	0.987115921505033
10	-	chr10:128677192-128696267	ENSMUSG00000000711	Rab5b	protein_coding	[128677170]	1	908	87.2	76.8	69.8	74.5	87.3	77.6	75	77.2	0.0361911821189509	6.31314603294393	0.767999104571054	0.987115921505033
3	-	chr3:89746194-89764631	ENSMUSG00000027950	Chrnb2	protein_coding	[89753447]	1	372	37.4	27	33.8	32.6	35.1	34.5	30.8	25.1	-0.0607802895238034	5.0608325307178	0.76823277707702	0.987115921505033
1	-	chr1:136842570-136960447	ENSMUSG00000026398	Nr5a2	protein_coding	[136842572]	1	78	8.3	9	4.2	7	7	5.8	9.4	3.3	-0.174990160964751	3.01598926743056	0.768528932542637	0.987115921505033
X	-	chrX:95935334-95956961	ENSMUSG00000057421	Las1l	protein_coding	[95935325]	1	392	36	41.5	32.4	27.2	28.8	42	39.5	19.8	-0.07047122538255	5.12735608104633	0.76864007109754	0.987115921505033
16	+	chr16:11066297-11074982	ENSMUSG00000037972	Snn	protein_coding	[11074976]	1	1318	115.5	121	114.9	107.9	119.2	109.9	115.1	104.3	-0.0382329778918028	6.84329492786563	0.768723733248956	0.987115921505033
13	-	chr13:59755408-59769809	ENSMUSG00000044792	Isca1	protein_coding	[59755417]	1	2648	235.2	213.7	245.4	203.3	215.1	240.4	227.6	234.4	0.0321900004128277	7.83550904912431	0.768744951251981	0.987115921505033
18	+	chr18:44380501-44424968	ENSMUSG00000024472	Dcp2	protein_coding	[44396083, 44424966]	2	683	53.3	62.9	59.9	55.1	63.1	50.6	74.3	52.2	0.0480936991628059	5.91233944687295	0.768830860853532	0.987115921505033
10	+	chr10:70440667-70558730	ENSMUSG00000043259	Fam13c	protein_coding	[70558730]	1	436	31.1	44.3	38.1	31.8	24.9	38	41.5	47.5	0.0709326109641068	5.27525338336906	0.769094358018515	0.987115921505033
10	-	chr10:49099459-49788765	ENSMUSG00000056073	Grik2	protein_coding	[49191928, 49094842, 49187138, 49099578, 49151415]	5	542	49.1	42.9	55.7	41.9	45.2	42.6	53.5	42.3	-0.050836637561718	5.58530703089586	0.769191106874207	0.987115921505033
4	-	chr4:129111569-129122035	ENSMUSG00000028785	Hpca	protein_coding	[129111575]	1	2063	166	175	167.8	194	187.1	177.7	166.7	187.5	0.0331114213589759	7.48401772338266	0.769238251196586	0.987115921505033
9	+	chr9:120571516-120574652	ENSMUSG00000025794	Rpl14	protein_coding	[120574431]	1	6716	617.1	529.8	549.3	580.5	549.5	637.3	494.6	646.3	0.0328598183140918	9.17260341347206	0.769247306787754	0.987115921505033
10	-	chr10:78400361-78413042	ENSMUSG00000061032	Rrp1	protein_coding	[78400386]	1	2019	184.7	164.6	160.1	193.3	170.7	193.2	163.3	157.8	-0.0333992642038152	7.45000764355598	0.769290227687605	0.987115921505033
2	+	chr2:116067224-116085910	ENSMUSG00000086308	G630016G05Rik	lincRNA	[116075166]	1	43	4.8	2.8	2.8	3.1	5.5	4.6	4	2	0.225323286737152	2.34293026225593	0.769457944319432	0.987115921505033
4	-	chr4:59769636-59801588	ENSMUSG00000038544	Inip	protein_coding	[59771296, 59774230]	2	156	15.2	13.8	10.6	12.4	11.7	12.7	14.1	16.5	0.0774040956161076	3.88576567459284	0.769475391558961	0.987115921505033
9	-	chr9:57155040-57158298	ENSMUSG00000032299	Commd4	protein_coding	[57155040]	1	1638	152.9	152.8	144.6	119.5	147.3	149.5	143.9	114.2	-0.0403112327260406	7.15015211790983	0.769651961822935	0.987115921505033
2	+	chr2:32535331-32569755	ENSMUSG00000039157	Fam102a	protein_coding	[32569749]	1	624	49.1	61.6	66.3	41.1	56.9	58.7	42.8	51.5	-0.0583696528582927	5.7800376119273	0.769710281700129	0.987115921505033
16	-	chr16:36750177-36784961	ENSMUSG00000022899	Slc15a2	protein_coding	[36750177, 36771877]	2	537	49.1	47.7	35.3	59.8	31.2	27.6	32.1	88.5	-0.0951293991941451	5.57550076768306	0.769732279262849	0.987115921505033
5	+	chr5:29569241-29676091	ENSMUSG00000039000	Ube3c	protein_coding	[29676064, 29675823]	2	1611	129.4	152.8	119.9	145.9	145	136.9	145.9	134	0.0352556878137543	7.12978221502833	0.769745960994749	0.987115921505033
4	+	chr4:12089438-12096242	ENSMUSG00000052137	Rbm12b2	protein_coding	[12096269]	1	199	15.9	11.1	21.2	18.6	21.8	16.1	16.1	17.2	0.0843875644663838	4.21119971196341	0.769795467091665	0.987115921505033
7	-	chr7:131342717-131362697	ENSMUSG00000040177	2310057M21Rik	protein_coding	[131343194]	1	273	26.3	15.2	26.1	24.1	23.4	20.7	26.8	25.7	0.073895936896007	4.63656923738325	0.769820690277671	0.987115921505033
6	+	chr6:65671589-65712325	ENSMUSG00000049001	Ndnf	protein_coding	[65705080, 65712325]	2	519	51.2	41.5	43	38.8	38.2	35.1	60.9	48.2	0.0599750268157812	5.52397391595009	0.770316334130718	0.987622045667259
19	-	chr19:38188480-38224137	ENSMUSG00000054237	Fra10ac1	protein_coding	[38188480]	1	667	57.4	53.3	59.2	54.3	53.8	61.5	44.2	73.3	0.0572675210506295	5.87298452435032	0.77041205971754	0.987622045667259
7	+	chr7:101317085-101346625	ENSMUSG00000030688	Stard10	protein_coding	[101346306]	1	205	13.1	17.3	10.6	27.9	20.3	15.5	22.8	15.2	0.100873628123091	4.2525167429826	0.770720172398846	0.987890940731752
1	-	chr1:53755505-53785223	ENSMUSG00000026094	Stk17b	protein_coding	[53756105, 53755513]	2	91	8.3	7.6	9.9	3.9	9.4	7.5	8	7.9	0.118046235219587	3.20149882558868	0.771483337251367	0.988586743316528
7	-	chr7:142079489-142095842	ENSMUSG00000037887	Dusp8	protein_coding	[142079493]	1	1715	171.6	150.1	150.9	125	161.3	155.3	150.6	114.2	-0.0422056502683199	7.21694166944172	0.771554731643013	0.988586743316528
6	+	chr6:113378112-113390447	ENSMUSG00000079426	Arpc4	protein_coding	[113390446]	1	33	2.8	0	6.3	3.1	0.8	2.9	3.3	3.3	-0.202855261448253	2.07457248980753	0.771558291602774	0.988586743316528
1	+	chr1:139422287-139453004	ENSMUSG00000033964	Zbtb41	protein_coding	[139453001, 139449173, 139451429]	3	1644	146.7	146.6	136.1	125.7	138.7	167.9	125.8	136.7	0.0381752694158686	7.15088708223987	0.771833436221549	0.988622281717943
6	-	chr6:4076898-4086971	ENSMUSG00000032757	Bet1	protein_coding	[4077877, 4076903]	2	128	11.8	11.1	9.9	9.3	10.9	10.4	6.7	17.8	0.119519515058104	3.62965588525485	0.771916089435279	0.988622281717943
17	-	chr17:25959555-25985679	ENSMUSG00000037326	Capn15	protein_coding	[25976415]	1	43	5.5	4.8	2.1	3.1	3.1	4.6	2	4	-0.171907690508466	2.34201340280782	0.771934659439944	0.988622281717943
4	+	chr4:72201347-72215351	ENSMUSG00000084910	C630043F03Rik	processed_transcript	[72202095]	1	45	4.2	4.1	3.5	4.7	3.9	4.6	4.7	1.3	-0.168631350546681	2.39114211873578	0.772356962266837	0.988622281717943
2	-	chr2:26396248-26409202	ENSMUSG00000026925	Inpp5e	protein_coding	[26397056]	1	125	11.1	9.7	7.8	16.3	10.9	13.2	11.4	5.9	-0.0935240840828224	3.60038982277787	0.772394320709377	0.988622281717943
